76,UYORCGZMWN,2018-10-18,"2018-07-20 15:33:07.198",0,0.06,98.77,PENDING
77,EAWK3ASODB,2018-08-28,"2018-04-08 08:50:18.179",0,0.58,5.18,SUSPENDED
78,1VT8ZOH0OG,2018-03-16,"2018-03-10 14:25:44.613",0,0.73,44.46,DISABLED
79,83ICU4G34C,2018-12-04,"2018-09-20 17:31:32.568",0,0.74,90.33,ACTIVE
80,2C77058D8R,2018-04-30,"2018-09-04 10:07:44.886",0,0.18,41.91,ACTIVE
81,4YDNUQ3O7H,2018-12-11,"2018-04-06 03:53:55.288",1,0.9,28.6,ACTIVE
82,XXV3W46CM4,2018-06-15,"2018-10-18 11:05:10.471",1,0.59,93.25,PENDING
83,ACJIVE8XQY,2018-12-25,"2018-10-24 09:28:55.620",1,0.92,23.55,DISABLED
84,UOXFKV9SM2,2018-03-09,"2018-03-02 14:33:04.345",0,0.82,72.92,DISABLED
85,0G73M27DXS,2018-10-22,"2018-12-03 18:17:32.916",1,0.27,88.88,ACTIVE
86,QPMNNHD9LK,2018-08-15,"2018-07-14 03:38:23.202",1,0.31,74.8,PENDING
87,TWWFEIE0LC,2018-07-24,"2018-04-22 18:21:39.819",0,0.41,95.79,SUSPENDED
88,UZV5240IJ4,2018-02-11,"2018-04-17 18:44:53.070",0,0.71,44.67,DISABLED
89,OY4LC5SSJE,2018-06-10,"2018-07-03 09:26:59.827",1,0.13,47.68,PENDING
90,WHJUW82PM3,2018-05-03,"2018-09-25 10:51:31.653",0,0.13,57.8,DISABLED
91,6SVDMI20H6,2018-02-28,"2018-06-19 06:03:09.101",1,0.36,28.6,PENDING
92,FNUKNOEY40,2018-07-20,"2018-05-26 10:11:44.391",1,0.25,38.07,SUSPENDED
93,51F49EP0PL,2018-08-04,"2018-01-05 16:51:12.949",1,0.78,12.88,ACTIVE
94,RT7FPZATUI,2018-03-25,"2018-05-02 19:05:37.034",0,0.66,31.55,DISABLED
95,Q0E2PF47LW,2018-04-01,"2018-07-22 13:37:23.934",0,0.67,,PENDING
96,M85E3293AL,2018-02-22,"2018-07-03 06:37:06.277",1,0.07,63.47,SUSPENDED
97,Q8C2DKIOG2,2018-03-15,"2018-08-08 10:24:10.337",0,0.51,20.66,PENDING
98,TMK4SJ8NBH,2018-09-07,"2018-02-18 23:52:46.080",0,0.93,61.45,SUSPENDED
99,75RQ8UMZAW,2018-09-27,"2018-09-25 17:01:46.634",1,0.67,,ACTIVE
100,9FW4ZEVR0N,2018-07-18,"2018-12-30 23:19:45.000",0,0.52,75.76,SUSPENDED
101,ZKTUASK651,2018-10-26,"2018-05-04 03:37:48.873",0,0.56,,SUSPENDED
102,IUZ6JVBB09,2018-12-12,"2018-05-20 17:24:20.721",0,0.34,8.75,SUSPENDED
103,ILV5YYHV68,2018-03-12,"2018-07-01 12:42:09.940",1,0.57,29.36,ACTIVE
104,WWUG9IUIZ0,2018-11-23,"2018-03-18 21:34:37.996",1,0.49,69.29,DISABLED
105,RJ2SGIN0RV,2018-10-21,"2018-07-31 03:16:34.897",0,0.73,,ACTIVE
106,2C0QH0HGD3,2018-01-21,"2018-12-14 22:17:42.721",1,0.05,,SUSPENDED
107,QTC3J3HRKQ,2018-12-01,"2018-08-04 15:37:08.901",0,0.24,14.15,ACTIVE
108,4H1HNYGDEU,2018-07-24,"2018-05-11 22:02:55.849",0,0.42,35.41,DISABLED
109,MFSNVUXWOF,2018-01-10,"2018-02-18 21:31:28.721",0,0.72,8.12,SUSPENDED
110,4JK1IX7OEE,2018-07-04,"2018-11-28 02:06:15.195",0,0.27,3.21,PENDING
111,XCAYZAEX3Q,2018-04-18,"2018-07-17 22:05:31.153",1,0.76,98.92,DISABLED
112,GPXV7Q9H3E,2018-01-27,"2018-03-10 10:17:44.800",1,0.88,85.22,PENDING
113,H9T0DPKU49,2018-01-02,"2018-06-08 14:20:58.895",1,0.15,45.52,DISABLED
114,E5TYNF3K6X,2018-10-28,"2018-11-24 07:28:39.058",0,0.28,49.06,SUSPENDED
115,32ZM7EFK1N,2018-10-16,"2018-02-17 08:31:14.105",0,0.64,36.5,DISABLED
116,KSCD3AR8R5,2018-05-06,"2018-04-27 11:51:11.845",1,0.93,11.99,DISABLED
117,D0MYC9OX3V,2018-06-04,"2018-07-30 11:54:26.868",0,0.27,83.84,PENDING
118,8MC2ZWV3KM,2018-09-14,"2018-08-20 19:01:11.290",1,0.88,2.66,ACTIVE
119,8LR3E7NQLG,2018-12-15,"2018-07-14 09:20:59.064",0,0.37,13.2,PENDING
120,28N3BBCXMD,2018-09-12,"2018-08-07 07:10:15.326",1,0.89,21.89,ACTIVE
121,RBNT0SHRU8,2018-12-09,"2018-01-04 23:04:09.948",0,0.25,77.05,PENDING
122,DMA1T68NW3,2018-09-07,"2018-06-26 00:09:39.532",0,0.07,94.11,PENDING
123,3VWYUNWMAY,2018-09-06,"2018-11-09 04:57:56.580",1,0.48,68.5,DISABLED
124,DV8UFC985D,2018-12-18,"2018-01-21 09:27:04.575",0,0.63,78.91,ACTIVE
125,5HBONR5MSS,2018-01-06,"2018-12-15 02:57:25.524",0,0.3,17,SUSPENDED
126,CQSE90FF6R,2018-01-31,"2018-01-28 21:36:43.683",0,0.11,17.29,SUSPENDED
127,I3DJM8FEPU,2018-06-07,"2018-12-22 18:08:18.253",0,0.12,26.68,DISABLED
128,CIT1DQIA3U,2018-04-10,"2018-08-26 13:06:39.101",1,0.72,94.74,ACTIVE
129,Y6X13MNTB3,2018-04-17,"2018-10-31 14:40:43.375",1,0.78,60.52,ACTIVE
130,KAXUSA93DH,2018-10-08,"2018-09-22 14:14:52.608",0,0.85,79.04,ACTIVE
131,YOEVV4QIAY,2018-05-19,"2018-12-16 21:15:09.006",0,0.16,29.38,PENDING
132,4DV33TOFTX,2018-09-05,"2018-08-14 01:50:56.583",1,0.43,,PENDING
133,BWLX3THBEA,2018-08-02,"2018-04-28 10:13:34.210",1,0.42,5.85,SUSPENDED
134,7L4V6ZXJKC,2018-07-02,"2018-01-19 08:32:37.578",1,0.48,62.78,PENDING
135,YQC3QPQJ4F,2018-12-28,"2018-03-27 02:56:50.834",0,0.3,25.89,DISABLED
136,DSB2781T6G,2018-06-13,"2018-06-11 23:29:50.452",0,0.89,10.58,PENDING
137,SGPPQZB0AK,2018-04-12,"2018-12-28 02:07:28.222",0,0.35,80.22,SUSPENDED
138,O720Q404XE,2018-08-13,"2018-08-02 06:06:04.514",1,0.88,76.43,ACTIVE
139,F4Q2AO0PFW,2018-06-23,"2018-07-01 18:41:19.770",0,0.98,19.34,ACTIVE
140,51V1DVMVC1,2018-12-01,"2018-09-20 04:13:29.205",1,0.68,27.08,SUSPENDED
141,FL36O54GR2,2018-11-13,"2018-06-30 02:31:53.530",0,0.91,46.72,PENDING
142,B1E2H0C4YM,2018-10-28,"2018-05-06 01:59:35.117",0,0.32,13.49,SUSPENDED
143,TC1GEEWK45,2018-02-08,"2018-08-22 22:30:09.512",1,0.32,67.59,ACTIVE
144,E6NN5AJW22,2018-09-22,"2018-12-22 19:22:24.455",0,0.62,77.44,DISABLED
145,F9KLYPU7C5,2018-03-09,"2018-09-07 08:57:47.292",0,0.05,,PENDING
146,RFY674UKB6,2018-08-31,"2018-11-02 10:39:02.130",0,0.61,10.61,DISABLED
147,FV8LUPX8QO,2018-03-12,"2018-01-09 19:27:37.582",1,0.24,83,SUSPENDED
148,QRLDTVQOF3,2018-01-08,"2018-07-27 11:48:45.667",1,0.52,49.81,DISABLED
149,ZYJLJAJ101,2018-06-09,"2018-09-30 20:44:51.245",0,0.31,31.57,SUSPENDED
150,PDEJL8NIGI,2018-12-30,"2018-08-01 04:13:55.675",1,0.09,98.03,ACTIVE
151,O6377FAA4E,2018-11-14,"2018-02-16 19:07:09.049",1,0.73,45.72,PENDING
152,8JI05X1SJ1,2018-08-23,"2018-12-23 15:52:09.436",0,0.46,,DISABLED
153,7B3H6YL5D3,2018-11-01,"2018-01-29 23:40:13.891",0,0.25,74.48,ACTIVE
154,4AFTXWNM4N,2018-10-02,"2018-08-08 01:02:05.488",0,0.6,49.2,SUSPENDED
155,JOVYTIW9W4,2018-12-01,"2018-02-09 14:45:09.747",0,0,8.47,DISABLED
156,6SMCYYE25E,2018-11-08,"2018-12-20 11:57:23.560",1,0.37,48.77,SUSPENDED
157,NGO32SZ8JY,2018-03-21,"2018-12-30 05:26:04.250",1,0.79,3.46,ACTIVE
158,BP28E27JYT,2018-05-17,"2018-09-28 18:40:27.658",0,0.51,44.95,ACTIVE
159,2D21CHHRWJ,2018-07-19,"2018-03-02 04:11:09.140",1,0.43,11.66,SUSPENDED
160,PLZO9WOG4V,2018-07-21,"2018-07-14 17:28:28.117",1,1,64.12,PENDING
161,PS0AC7N3XN,2018-11-12,"2018-11-10 06:39:36.443",0,0.63,,ACTIVE
162,HBJVY8TGB1,2018-09-30,"2018-05-27 13:52:26.293",1,0.65,4.67,PENDING
163,MHDN2O7PDH,2018-12-24,"2018-04-18 05:39:39.866",0,0.23,8.02,SUSPENDED
164,170XTLXHKN,2018-09-24,"2018-12-08 13:53:33.846",1,0.55,17.69,DISABLED
165,SGA9XET12G,2018-09-13,"2018-03-18 06:59:59.879",1,0.35,57.03,ACTIVE
166,GM4I1AKSZW,2018-12-03,"2018-04-08 03:44:31.347",0,0.42,84.14,ACTIVE
167,WTR7SOF2M7,2018-11-11,"2018-09-22 03:05:08.707",1,0.49,0.15,DISABLED
168,3NSFITUT5C,2018-09-28,"2018-12-11 16:31:53.825",0,0.17,84.39,DISABLED
169,1POJ42X8NN,2018-01-21,"2018-01-14 00:04:20.535",0,0.72,97.9,DISABLED
170,6CMHL6IZLV,2018-02-25,"2018-01-29 03:30:56.282",1,0.16,9.81,DISABLED
171,8EJWZ1TXJO,2018-03-30,"2018-02-03 15:13:32.186",1,0.2,14.59,DISABLED
172,FBLU7I94G3,2018-09-23,"2018-02-14 19:04:46.958",0,0.23,85.67,PENDING
173,J8DD0PCB88,2018-01-11,"2018-04-04 19:08:29.226",0,0.33,49.85,PENDING
174,I7LI7LTHM5,2018-05-04,"2018-03-01 02:17:06.372",0,0.79,20.57,SUSPENDED
175,5NCXCBG6WZ,2018-09-01,"2018-06-12 06:31:07.709",1,0.42,57.19,ACTIVE
176,FCG0MCJMV5,2018-12-26,"2018-10-30 09:00:50.039",1,0.49,20.85,PENDING
177,VISENZT6E5,2018-12-23,"2018-05-16 00:36:23.774",1,0.42,24.93,PENDING
178,QFINH91V2J,2018-03-23,"2018-12-08 12:23:05.905",0,0.23,69.47,SUSPENDED
179,U29R7KSM9G,2018-11-29,"2018-05-29 04:42:30.821",1,0.66,78.36,ACTIVE
180,8DFGNIUTE2,2018-09-27,"2018-01-03 03:01:37.868",1,0.45,15.69,SUSPENDED
181,J0MJWY6ZTE,2018-11-26,"2018-09-19 05:50:18.963",1,0.2,99.26,ACTIVE
182,KCFTPNPHRW,2018-07-06,"2018-01-17 00:04:56.382",0,0.89,34.75,DISABLED
183,86FWBIHMPT,2018-04-24,"2018-06-11 08:10:52.644",1,0.82,81.95,DISABLED
184,MOHXXXQ93X,2018-04-24,"2018-03-31 08:14:20.004",0,0.28,91.01,SUSPENDED
185,ZNI573G1YK,2018-12-22,"2018-11-14 00:50:32.826",1,0.1,93.58,ACTIVE
186,ABG0KKN6ZU,2018-12-01,"2018-10-29 21:48:10.261",0,0.71,30.34,DISABLED
187,NP358W0PCF,2018-12-09,"2018-05-17 03:22:07.019",1,0.82,89.53,PENDING
188,LHVBE360XY,2018-06-17,"2018-11-19 10:28:03.828",0,0.17,16.68,DISABLED
189,N60GUNH3XF,2018-09-15,"2018-01-11 23:51:40.246",1,0.35,12.74,SUSPENDED
190,F6RBQ6HY2N,2018-05-30,"2018-03-11 10:30:01.393",0,0.63,12.75,PENDING
191,SZAEEZDRT3,2018-08-29,"2018-03-19 18:49:05.548",1,0.37,97.49,SUSPENDED
192,HD91W0NVSK,2018-10-29,"2018-06-08 00:58:08.049",0,0.49,7.32,PENDING
193,SP7NH0N8OP,2018-01-17,"2018-07-03 05:20:29.509",0,0.45,60.12,PENDING
194,XCTVBOU21Q,2018-01-28,"2018-01-04 11:00:01.938",1,0.77,33.68,SUSPENDED
195,VGJAQQ14WU,2018-09-25,"2018-12-28 00:35:03.906",1,0.61,70.98,SUSPENDED
196,ER8EDOQL16,2018-10-03,"2018-11-21 01:57:05.252",0,0.34,17.7,SUSPENDED
197,RM7EL305D6,2018-05-16,"2018-10-31 00:04:33.208",1,0.52,22.35,SUSPENDED
198,SBVICZFXDC,2018-11-09,"2018-12-30 14:40:00.907",1,0.31,54.63,DISABLED
199,9S3EKP6D83,2018-04-22,"2018-05-29 01:50:56.447",1,0.6,88.77,SUSPENDED
200,TPL81GW133,2018-05-14,"2018-08-16 11:54:33.478",0,0.41,34.75,SUSPENDED
201,7AWT0Y51LG,2018-04-17,"2018-01-13 21:33:50.544",0,0.93,94.68,ACTIVE
202,BZWDI22KFT,2018-12-08,"2018-07-05 06:23:51.541",1,0.14,7.07,PENDING
203,BVPSTN9L21,2018-06-21,"2018-12-18 23:22:04.877",1,0.02,93.58,DISABLED
204,GOR80VSG7W,2018-07-13,"2018-12-17 11:14:36.303",1,0.52,49.28,ACTIVE
205,5K8IBK4FY8,2018-11-20,"2018-10-07 14:13:18.716",1,0.09,98.94,ACTIVE
206,R9ZF2Y859K,2018-04-16,"2018-01-17 10:22:34.100",1,0.62,,DISABLED
207,A4NP7848G0,2018-11-29,"2018-11-18 08:29:08.204",1,0.57,71.9,DISABLED
208,0FSJ5JSK0Z,2018-04-29,"2018-05-21 11:53:15.739",1,0.4,84.03,ACTIVE
209,97WVUIYGHM,2018-02-07,"2018-08-23 11:33:22.505",1,0.04,32.06,ACTIVE
210,4WOXHF6BVF,2018-09-20,"2018-05-16 00:07:20.646",0,0.28,33.14,SUSPENDED
211,1PKUT9VM48,2018-12-22,"2018-05-06 08:19:23.140",1,0.39,8.21,ACTIVE
212,N3TBKPSXV0,2018-06-23,"2018-04-17 08:03:48.533",0,0.41,87.19,DISABLED
213,SIX1ZLNMI9,2018-07-31,"2018-12-15 11:48:34.319",0,0.51,99.26,ACTIVE
214,VAVV2KG49C,2018-10-08,"2018-10-29 08:49:14.419",1,0.21,64,SUSPENDED
215,80PCSOO8NS,2018-12-01,"2018-07-27 01:03:51.094",1,0.54,64.56,PENDING
216,ANGB6VCV26,2018-04-22,"2018-01-09 14:57:06.745",1,0.66,1.23,DISABLED
217,E6FXGLD9MW,2018-03-13,"2018-10-07 04:32:36.342",1,0.54,72.55,DISABLED
218,HYHWFSG3TI,2018-01-02,"2018-01-03 12:11:33.678",1,0.98,9.2,SUSPENDED
219,WRFSVKAUE5,2018-06-12,"2018-12-28 16:31:49.983",1,0.14,,SUSPENDED
220,GLX4437QLP,2018-10-12,"2018-08-02 02:16:51.503",0,0.96,45.9,SUSPENDED
221,VG7LG4BQIR,2018-01-10,"2018-07-03 19:42:51.285",1,0.66,54.49,DISABLED
222,MD2SD6Z36L,2018-09-09,"2018-06-24 17:00:17.283",0,0.38,36.89,PENDING
223,HXC6GN3UX9,2018-09-11,"2018-08-18 20:07:09.488",0,0.39,72.78,ACTIVE
224,DJPDMVR1O9,2018-05-14,"2018-12-12 20:08:25.179",0,0.58,76.02,SUSPENDED
225,8X4OE2G01K,2018-02-20,"2018-02-11 17:13:36.246",0,0.64,94.45,ACTIVE
226,O18URH3HES,2018-01-21,"2018-04-09 04:43:03.949",1,0.37,96.27,DISABLED
227,SNX9ALYMDD,2018-05-09,"2018-08-22 13:02:44.529",0,0.53,30.92,PENDING
228,ISARP1GWEN,2018-05-08,"2018-04-03 16:40:14.414",0,0.38,,DISABLED
229,EJ2Z3BXYDH,2018-03-14,"2018-05-23 12:22:18.608",1,0.2,23.83,DISABLED
230,8WFZFQYXO1,2018-02-04,"2018-05-03 09:08:54.493",1,0.28,4.87,DISABLED
231,DWTFGXHVTG,2018-12-05,"2018-06-01 00:11:20.678",1,0.02,5.73,ACTIVE
232,BSFV6JX2RI,2018-07-13,"2018-01-28 21:07:11.527",1,0.25,56.5,ACTIVE
233,GX4ESI7QSY,2018-10-15,"2018-12-10 14:58:28.784",0,0.49,33.12,PENDING
234,6Y5PCZE36D,2018-12-22,"2018-11-14 19:42:37.712",0,0.87,20.58,PENDING
235,5ZG9SKJ4Q2,2018-08-30,"2018-07-08 21:42:32.145",0,0.79,13.74,DISABLED
236,YVBI6I5C3I,2018-06-28,"2018-09-08 18:26:15.299",0,0.17,32.35,ACTIVE
237,5ES3FODSLL,2018-08-03,"2018-11-11 11:12:23.361",0,0.64,36.96,SUSPENDED
238,ZHYEGKN6DX,2018-03-23,"2018-11-19 00:38:19.029",1,0.7,48.54,ACTIVE
239,TGWAI6RKNE,2018-01-15,"2018-11-01 12:52:02.589",1,0,83.95,DISABLED
240,5MPGYNXX3X,2018-01-24,"2018-02-21 17:19:42.599",1,0.95,52.72,ACTIVE
241,ZMMOGTOBVD,2019-01-01,"2018-06-01 23:01:47.693",1,0.61,50.92,ACTIVE
242,OMU7FMHFK7,2018-07-24,"2018-12-05 04:40:19.051",1,0.85,96.53,DISABLED
243,SVF42MWC2A,2018-08-10,"2018-09-27 03:37:18.269",1,0.83,62.7,ACTIVE
244,IPW8YRFP6A,2018-12-02,"2018-02-06 19:46:56.949",1,0.29,70.54,SUSPENDED
245,ZDVJ11B59E,2018-05-08,"2018-07-11 23:37:25.511",1,0.91,18.08,DISABLED
246,8NUOHDSBXJ,2018-12-24,"2018-06-23 13:38:28.939",1,0.88,0.53,ACTIVE
247,L0J5139UHA,2018-09-05,"2018-02-26 22:16:59.187",1,0.97,,PENDING
248,0VK99Y0TVA,2018-05-06,"2018-10-01 13:05:25.266",1,0.41,,PENDING
249,LZKP9JD4QH,2018-06-09,"2018-05-08 17:01:05.678",0,0.45,23.63,SUSPENDED
250,3DCYGMJVB7,2018-09-17,"2018-09-07 09:23:01.846",1,0.89,59.31,DISABLED
251,0CV80OIZHB,2018-03-15,"2018-02-18 04:19:36.704",1,0.51,34.98,ACTIVE
252,54KI71QY5X,2018-04-19,"2018-08-24 23:56:49.331",1,0.39,54.27,PENDING
253,6CQVOXBGUR,2018-05-09,"2018-01-29 08:39:29.108",0,0.58,78.21,SUSPENDED
254,4QWL8XQ8DF,2018-08-10,"2018-12-31 20:13:46.946",0,0.06,65.25,PENDING
255,AYHXUJX3OY,2018-09-27,"2018-09-01 01:56:47.944",1,0.33,33.31,DISABLED
256,SRK361FQZU,2018-01-04,"2018-02-05 08:54:03.713",1,0.05,13.81,DISABLED
257,ZNSEWWRRLB,2018-05-08,"2018-06-13 23:55:18.493",0,0.31,7.92,PENDING
258,TMKO3G9LNF,2018-11-07,"2018-09-27 08:13:46.425",0,0.68,88.74,SUSPENDED
259,P5OIGRMTLC,2018-03-17,"2018-03-10 23:08:36.260",0,0.66,58.37,PENDING
260,EEVUG4YEV2,2018-06-03,"2018-01-11 19:39:16.518",0,0.34,28.25,SUSPENDED
261,GVAZUIZH8U,2018-04-16,"2018-02-02 11:09:12.282",1,0.29,,DISABLED
262,Y36H5UG9ZG,2018-08-26,"2018-10-26 16:18:45.332",1,0.36,49.02,DISABLED
263,Z2U1BF2RNV,2018-02-01,"2018-04-21 18:19:40.592",0,0.25,73.99,PENDING
264,YS4WT5XUVM,2018-06-12,"2018-10-29 05:09:58.545",1,0.37,,SUSPENDED
265,PA3JVPQ7KN,2018-07-16,"2018-12-09 17:55:15.558",1,0.5,14.88,DISABLED
266,QQJ251O8EK,2018-12-31,"2018-09-05 16:17:51.546",1,0.88,46.2,SUSPENDED
267,5E256ACHVK,2018-11-04,"2018-03-10 14:58:18.614",0,0.68,49.12,ACTIVE
268,93GGOHNQ6T,2018-05-30,"2018-07-27 08:14:51.429",1,0.13,63.03,SUSPENDED
269,B0DBUCO9XH,2018-11-19,"2018-05-26 01:36:17.830",1,0.14,46.12,PENDING
